Product Id,SKU ID,Category,Brand,Vertical,Order Date,Fulfillment Type,Location Id,Gross Units,GMV,Cancellation Units,Cancellation Amount,Return Units,Return Amount,Final Units Sold,Final Sales Made
MSCFHCF2EVWSGQ,88061825,Grooming,Korean Essence,Facewash,2023-07-30,FBF,ulub_bts,4,3176,0,0,0,0,4,3176
CNRG988K8WNZQE,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-05-26,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,851,0,0,0,0,1,851
FCPGENY4MY2WHF,88888202,Grooming,Essential Glow,FacePack,2023-07-15,FBF,ulub_bts,5,1710,1,330,0,0,4,1380
MSCFHCF2EVWSGQ,301005,Grooming,Korean Essence,Facewash,2024-03-14,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,2,1587,2,1587,0,0,0,0
MSCFEV8EHDBZ3T,88061825,Grooming,Glow Glisten,Toner,2024-03-10,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,805,0,0,0,0,1,805
CBKGHHUPJWXZQZ,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-08-17,FBF,gur_san_wh_nl_01nl,2,1732,0,0,0,0,2,1732
BSTF46864DSAXW,88061825,Grooming,Glow Glisten,Facewash,2024-03-04,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,3,2330,1,778,0,0,2,1552
SNRG6RZGFKDRYA,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-07-27,FBF,gur_san_wh_nl_01nl,1,869,0,0,0,0,1,869
CBKGUHMEPQPUJX,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-06-10,FBF,ulub_bts,2,1498,1,694,0,0,1,804
MSCFEV8E7HN4SZ,88061825,Grooming,Korean Essence,Sunscreen,2024-01-07,FBF,malur_bts,1,1052,0,0,0,0,1,1052
SNRG6RQMXHDFTX,301001,Grooming,Korean Essence,SkinTreatment,2023-06-17,FBF,ulub_bts,1,441,0,0,0,0,1,441
SNRG6RZYFAKZXH,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-05-04,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,1445,0,0,0,0,1,1445
TNRG5EHBBNMGTV,88061825,Grooming,Pure Care,Facewash,2023-11-12,FBF,gur_san_wh_nl_01nl,2,1583,0,0,0,0,2,1583
CBKGUSXGVEDS79,88888202,Grooming,Glow Glisten,FacePack,2024-04-23,FBF,gur_san_wh_nl_01nl,5,1650,1,355,0,0,4,1295
FCPG6PCBCDZF5H,88061825,Grooming,Korean Essence,Toner,2023-06-02,FBF,bhi_vas_wh_nl_01nl,1,731,0,0,0,0,1,731
FCWGZJSEF6CBCZ,88061825,Grooming,Korean Essence,Toner,2024-01-06,FBF,ulub_bts,9,6514,2,1452,0,0,7,5062
CBKGHHUPJWXZQZ,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-11-10,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,7,5814,2,1630,0,0,5,4184
BSTF46864DSAXW,301005,Grooming,Glow Glisten,HandCream,2023-09-03,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,349,0,0,0,0,1,349
MSCFEV8EHDBZ3T,88061825,Grooming,Glow Glisten,SkinTreatment,2023-07-17,FBF,bhi_vas_wh_nl_01nl,4,1542,0,0,0,0,4,1542
MSCFEV8EHDBZ3T,88061825,Grooming,Glow Glisten,BodyLotion,2023-10-15,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1699,0,0,0,0,1,1699
BSTF46864DSAXW,88061825,Grooming,Glow Glisten,Lipstain,2023-05-06,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,451,0,0,0,0,1,451
BSTGZJRSJH2KRR,88061825,Grooming,Korean Essence,SkinTreatment,2023-12-03,FBF,ulub_bts,2,883,0,0,0,0,2,883
FCWGSUVATDETNT,88888190,Grooming,Korean Essence,Facewash,2024-05-17,FBF,malur_bts,44,14996,5,1711,1,339,38,12946
CNRGK5GYKRBPCN,88061825,Grooming,Pure Care,Lipstain,2024-05-23,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,449,0,0,0,0,1,449
CNRG988K8WNZQE,88061825,Grooming,Korean Essence,Toner,2024-05-15,FBF,ulub_bts,11,7957,1,721,0,0,10,7236
FCTF85QYX7B3SG,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-05-22,FBF,gur_san_wh_nl_01nl,1,801,0,0,0,0,1,801
LSQFH9X4HVS2GN,301001,Grooming,Korean Essence,SkinTreatment,2023-07-21,FBF,ulub_bts,2,886,0,0,0,0,2,886
MSCFK7B5R4JMNP,88061825,Grooming,Korean Essence,Lipstain,2023-08-15,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,474,1,474,0,0,0,0
BSTGZJRSJH2KRR,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-02-28,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1216,0,0,0,0,1,1216
FCPG6PCBCDZF5H,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-12-06,FBF,bhi_vas_wh_nl_01nl,3,2323,1,721,0,0,2,1602
FCPGK22NPBUVAX,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-05-31,FBF,ulub_bts,1,860,1,860,0,0,0,0
MSCFK7B5R4JMNP,301005,Grooming,Korean Essence,Facewash,2023-08-08,FBF,ulub_bts,3,1406,0,0,0,0,3,1406
BSTF4686BGAYCA,88061825,Grooming,Pure Care,FaceCreamAndGel,2023-10-14,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,11,8049,3,2219,0,0,8,5830
TNRFEV8EJ8NF3Y,301005,Grooming,Glow Glisten,ComboAndKit,2024-03-10,FBF,malur_bts,2,1528,0,0,0,0,2,1528
FCPGK22NPBUVAX,88061825,Grooming,Korean Essence,Toner,2023-08-24,FBF,bhi_vas_wh_nl_01nl,1,765,0,0,0,0,1,765
TNRFEV8EJ8NF3Y,301005,Grooming,Glow Glisten,ComboAndKit,2024-05-15,FBF,bhi_vas_wh_nl_01nl,1,799,0,0,0,0,1,799
CNRG9YVQ2EFJAP,88888190,Grooming,Pure Care,Facewash,2024-04-28,FBF,ulub_bts,1,344,0,0,0,0,1,344
FCPGK23TZRJFHC,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-02-13,FBF,bhi_vas_wh_nl_01nl,1,769,0,0,0,0,1,769
SNRG6RQMXHDFTX,88061825,Grooming,Korean Essence,Lipstain,2024-02-10,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,2,953,0,0,0,0,2,953
LSQFH9X4BAHZZW,88888202,Grooming,Korean Essence,FacePack,2023-08-13,FBF,malur_bts,1,355,0,0,0,0,1,355
FCPGENY4MY2WHF,88061825,Grooming,Essential Glow,FaceCreamAndGel,2023-10-09,FBF,malur_bts,3,2402,1,804,0,0,2,1598
CNRG9YVQ2EFJAP,88888202,Grooming,Pure Care,FacePack,2024-04-02,FBF,malur_bts,1,354,0,0,0,0,1,354
CNRGK5GYKRBPCN,301005,Grooming,Pure Care,Facewash,2024-02-05,FBF,malur_bts,36,16094,4,1763,0,0,32,14331
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,Toner,2023-06-24,FBF,ulub_bts,7,5387,1,770,0,0,6,4617
LSQFH9X4BAHZZW,88888202,Grooming,Korean Essence,FacePack,2024-04-13,FBF,gur_san_wh_nl_01nl,1,350,0,0,0,0,1,350
SNRG6RZYFAKZXH,88888070,Grooming,Korean Essence,FacePack,2023-11-18,FBF,gur_san_wh_nl_01nl,3,1605,1,505,0,0,2,1100
BSTF4686BGAYCA,301005,Grooming,Pure Care,ComboAndKit,2023-06-08,FBF,gur_san_wh_nl_01nl,1,804,0,0,0,0,1,804
ECMFEV8E4EGG2H,88061825,Grooming,Korean Essence,Toner,2024-03-01,FBF,gur_san_wh_nl_01nl,4,3070,0,0,0,0,4,3070
FCTF85QYX7B3SG,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-09-12,FBF,bhi_vas_wh_nl_01nl,1,786,0,0,0,0,1,786
BSTGZJRSJH2KRR,88888202,Grooming,Korean Essence,FacePack,2023-12-03,FBF,gur_san_wh_nl_01nl,1,330,1,330,0,0,0,0
FCPGENY4QZDMZE,88061825,Grooming,Pure Care,FaceCreamAndGel,2023-08-18,FBF,ulub_bts,5,4018,0,0,0,0,5,4018
MSCFEV8E7HN4SZ,301005,Grooming,Korean Essence,ComboAndKit,2023-08-06,FBF,ulub_bts,1,694,0,0,0,0,1,694
MSCFGG6FGXPGAD,301005,Grooming,Pure Care,ComboAndKit,2023-05-25,FBF,gur_san_wh_nl_01nl,1,774,0,0,0,0,1,774
CNRG988K8WNZQE,88888202,Grooming,Korean Essence,FacePack,2024-03-10,FBF,ulub_bts,3,1057,0,0,0,0,3,1057
MSCFEV8E7HN4SZ,301001,Grooming,Korean Essence,FacePack,2024-02-02,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,3,210,3,210,0,0,0,0
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,FacePack,2024-03-28,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,455,0,0,0,0,1,455
ECMFEV8E4EGG2H,88061825,Grooming,Korean Essence,Toner,2024-03-05,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,990,0,0,0,0,1,990
TNRFEV8EJ8NF3Y,301005,Grooming,Glow Glisten,ComboAndKit,2023-06-04,FBF,gur_san_wh_nl_01nl,1,689,0,0,0,0,1,689
FCPGK22NPBUVAX,88888190,Grooming,Korean Essence,Facewash,2024-01-22,FBF,gur_san_wh_nl_01nl,14,4791,4,1371,0,0,10,3420
CBKGHHUPJWXZQZ,88888202,Grooming,Korean Essence,FacePack,2023-09-23,FBF,gur_san_wh_nl_01nl,1,350,0,0,0,0,1,350
MSCFHCF2EVWSGQ,88061825,Grooming,Korean Essence,Lipstain,2023-06-05,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,544,0,0,0,0,1,544
MSCFEV8EGHRK3R,88061825,Grooming,Korean Essence,Facewash,2023-09-20,FBF,ulub_bts,2,885,0,0,0,0,2,885
BSTGZJRSJH2KRR,301005,Grooming,Korean Essence,ComboAndKit,2023-05-28,FBF,gur_san_wh_nl_01nl,1,804,0,0,0,0,1,804
CBKGUHMEPQPUJX,88061825,Grooming,Korean Essence,SkinTreatment,2023-08-04,FBF,malur_bts,2,882,0,0,0,0,2,882
CNRG988K8WNZQE,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-06-28,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,4,2886,0,0,0,0,4,2886
FCTF85QYX7B3SG,88061825,Grooming,Korean Essence,Facewash,2023-05-06,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,4,3091,0,0,0,0,4,3091
SNRG6RN8ARHCKP,88061825,Grooming,Korean Essence,SkinTreatment,2024-02-02,FBF,malur_bts,3,1328,0,0,0,0,3,1328
MSCG7UHRBS3WVJ,88888202,Grooming,Korean Essence,FacePack,2024-03-10,FBF,malur_bts,1,350,0,0,0,0,1,350
TNRG5EHBBNMGTV,88061825,Grooming,Pure Care,SkinTreatment,2023-09-23,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,471,0,0,0,0,1,471
MSCGZJ9XAHCC7J,88888202,Grooming,Pure Care,FacePack,2023-06-15,FBF,ulub_bts,2,670,0,0,0,0,2,670
BSTF46864DSAXW,88061825,Grooming,Glow Glisten,SkinTreatment,2024-01-14,FBF,ulub_bts,1,1975,0,0,0,0,1,1975
SNRG6RZGFKDRYA,BLFCOM,Grooming,Korean Essence,ComboAndKit,2023-12-11,FBF,bhi_vas_wh_nl_01nl,1,831,0,0,0,0,1,831
CBKGKPKNGRVQXG,88061825,Grooming,Korean Essence,Toner,2023-07-23,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,7,5550,0,0,0,0,7,5550
MSCGZJ9XAHCC7J,88888202,Grooming,Pure Care,FacePack,2023-12-17,FBF,bhi_vas_wh_nl_01nl,2,700,0,0,0,0,2,700
MSCFGG6FGXPGAD,88061825,Grooming,Pure Care,Sunscreen,2024-04-20,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1012,0,0,0,0,1,1012
SNRG6RN8ARHCKP,88061825,Grooming,Korean Essence,Sunscreen,2023-12-28,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1005,1,1005,0,0,0,0
TNRFEV8EJ8NF3Y,301001,Grooming,Glow Glisten,SkinTreatment,2023-12-30,FBF,malur_bts,1,440,0,0,0,0,1,440
MSCFK7B5R4JMNP,88888190,Grooming,Korean Essence,Facewash,2023-08-08,FBF,ulub_bts,7,2398,1,339,0,0,6,2059
CNRF457W8PSGQZ,301005,Grooming,Korean Essence,ComboAndKit,2023-09-11,FBF,malur_bts,1,719,1,719,0,0,0,0
CNRG9PSTGWCHZ6,88888070,Grooming,Glow Glisten,FacePack,2023-10-27,FBF,ulub_bts,1,605,0,0,0,0,1,605
MSCFEV8EGHRK3R,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-08-15,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,896,0,0,0,0,1,896
CNRG9YVQ2EFJAP,88061825,Grooming,Pure Care,Sunscreen,2024-05-16,FBF,malur_bts,1,975,0,0,0,0,1,975
SNRG6RN8ARHCKP,88888202,Grooming,Korean Essence,FacePack,2024-04-23,FBF,ulub_bts,1,350,0,0,0,0,1,350
CNRG6PYZZ27WWF,301001,Grooming,Korean Essence,SkinTreatment,2023-09-15,FBF,malur_bts,1,444,0,0,0,0,1,444
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-05-12,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,7,5364,2,1542,0,0,5,3822
CNRGK5GYKRBPCN,88061825,Grooming,Pure Care,FaceCreamAndGel,2023-11-08,FBF,gur_san_wh_nl_01nl,4,3003,1,739,0,0,3,2264
CBKGUHMEPQPUJX,88061825,Grooming,Korean Essence,FaceSerums,2024-01-22,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1730,0,0,0,0,1,1730
CNRGM7F3WQCUSP,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-04-15,FBF,gur_san_wh_nl_01nl,4,3508,0,0,0,0,4,3508
TNRFEV8EJ8NF3Y,88061825,Grooming,Glow Glisten,Facewash,2023-11-01,FBF,ulub_bts,1,757,0,0,0,0,1,757
CBKGKPKNGRVQXG,88888190,Grooming,Korean Essence,Facewash,2023-09-21,FBF,malur_bts,36,12131,5,1710,0,0,31,10421
LSQFH9X4BAHZZW,301001,Grooming,Korean Essence,SkinTreatment,2023-05-17,FBF,gur_san_wh_nl_01nl,1,441,0,0,0,0,1,441
MSCFEV8EHDBZ3T,88061825,Grooming,Glow Glisten,Toner,2023-11-29,FBF,malur_bts,2,1530,0,0,0,0,2,1530
TNRFEV8EJ8NF3Y,88061825,Grooming,Glow Glisten,SkinTreatment,2024-05-17,FBF,bhi_vas_wh_nl_01nl,13,5402,1,414,0,0,12,4988
CBKGKPKNGRVQXG,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-05-18,FBF,malur_bts,1,905,1,905,0,0,0,0
CNRGK5GYKRBPCN,88061825,Grooming,Pure Care,Toner,2024-01-18,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,781,1,781,0,0,0,0
BSTGZJRSJH2KRR,88061825,Grooming,Korean Essence,BodyLotion,2023-12-07,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,2109,1,2109,0,0,0,0
FCPGK22NPBUVAX,88888070,Grooming,Korean Essence,FacePack,2023-05-28,FBF,malur_bts,1,480,0,0,0,0,1,480
MSCFGG6FGXPGAD,301002,Grooming,Pure Care,Facewash,2023-12-19,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,790,0,0,0,0,1,790
CNRG6PYZZ27WWF,88061825,Grooming,Korean Essence,Facewash,2023-09-20,FBF,malur_bts,2,1578,0,0,0,0,2,1578
CBKGHHUPJWXZQZ,88061825,Grooming,Korean Essence,Lipstain,2023-08-19,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,4,1854,2,900,0,0,2,954
FCPG6PCBCDZF5H,88061825,Grooming,Korean Essence,Facewash,2023-11-14,FBF,malur_bts,2,1578,0,0,0,0,2,1578
CNRF457W8PSGQZ,88888070,Grooming,Korean Essence,FacePack,2023-09-03,FBF,ulub_bts,2,1010,1,505,0,0,1,505
MSCFEV8EGHRK3R,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-09-22,FBF,malur_bts,2,1534,0,0,0,0,2,1534
BSTF4686BGAYCA,301005,Grooming,Pure Care,ComboAndKit,2024-01-17,FBF,gur_san_wh_nl_01nl,1,804,0,0,0,0,1,804
LSQFH9X4PHGNHX,88888202,Grooming,Korean Essence,FacePack,2023-10-14,FBF,bhi_vas_wh_nl_01nl,1,355,0,0,0,0,1,355
TNRFEV8EJ8NF3Y,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-03-08,FBF,gur_san_wh_nl_01nl,1,1809,0,0,0,0,1,1809
FCPFAYHNSCAG3D,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-03-31,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,1799,0,0,0,0,1,1799
CBKGKPKNGRVQXG,301005,Grooming,Korean Essence,Facewash,2024-02-12,FBF,gur_san_wh_nl_01nl,10,4629,0,0,0,0,10,4629
CNRGK5GYKRBPCN,88061825,Grooming,Pure Care,FaceCreamAndGel,2023-11-21,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1445,0,0,0,0,1,1445
CNRG9PSTGWCHZ6,88061825,Grooming,Glow Glisten,SkinTreatment,2023-05-03,FBF,malur_bts,3,1286,0,0,0,0,3,1286
CNRG9YVQ2EFJAP,301005,Grooming,Pure Care,Facewash,2023-06-03,FBF,bhi_vas_wh_nl_01nl,6,2770,2,944,0,0,4,1826
MSCFK7B5R4JMNP,88888070,Grooming,Korean Essence,FacePack,2024-05-08,FBF,bhi_vas_wh_nl_01nl,1,506,0,0,0,0,1,506
SNRG6RN8ARHCKP,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-09-29,FBF,malur_bts,4,3214,0,0,0,0,4,3214
BSTGZJRSJH2KRR,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-03-15,FBF,ulub_bts,2,1567,0,0,0,0,2,1567
CNRG6PYZZ27WWF,301005,Grooming,Korean Essence,ComboAndKit,2023-10-03,FBF,malur_bts,1,799,0,0,0,0,1,799
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,Facewash,2023-12-13,FBF,ulub_bts,1,754,0,0,0,0,1,754
CNRGK5GYKRBPCN,88061825,Grooming,Pure Care,Facewash,2024-03-17,FBF,bhi_vas_wh_nl_01nl,2,1581,0,0,0,0,2,1581
SNRG6RZGFKDRYA,301005,Grooming,Korean Essence,Facewash,2023-06-12,FBF,bhi_vas_wh_nl_01nl,2,886,0,0,0,0,2,886
TNRG5EHBBNMGTV,88061825,Grooming,Pure Care,Toner,2023-10-06,FBF,ulub_bts,6,4350,1,728,0,0,5,3622
ECMFEV8E4EGG2H,88888070,Grooming,Korean Essence,FacePack,2023-07-05,FBF,ulub_bts,4,2013,1,503,0,0,3,1510
CBKGUHMEPQPUJX,88888190,Grooming,Korean Essence,Facewash,2023-08-10,FBF,gur_san_wh_nl_01nl,21,6757,1,344,0,0,20,6413
MSCFEV8EGHRK3R,88888202,Grooming,Korean Essence,FacePack,2024-02-03,FBF,ulub_bts,5,1740,0,0,0,0,5,1740
CNRGM7F3WQCUSP,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-10-15,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,6,5321,0,0,0,0,6,5321
FCPGK23TZRJFHC,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-05-13,FBF,gur_san_wh_nl_01nl,2,1607,0,0,0,0,2,1607
CBKGHHUPJWXZQZ,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-03-25,FBF,ulub_bts,1,804,0,0,0,0,1,804
CBKGHHUPJWXZQZ,301005,Grooming,Korean Essence,Facewash,2023-12-11,FBF,gur_san_wh_nl_01nl,5,2335,0,0,0,0,5,2335
FCPGENY3TRMXFT,301002,Grooming,Korean Essence,Facewash,2024-03-15,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,847,0,0,0,0,1,847
FCPGENY4MY2WHF,88061825,Grooming,Essential Glow,FaceCreamAndGel,2023-07-25,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,3,2219,0,0,0,0,3,2219
BSTF4686BGAYCA,88061825,Grooming,Pure Care,SkinTreatment,2024-05-18,FBF,malur_bts,2,841,0,0,0,0,2,841
MSCG7UHRBS3WVJ,301000,Grooming,Korean Essence,FacePack,2024-02-27,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,3,271,0,0,0,0,3,271
FCPFAYHNSCAG3D,88061825,Grooming,Glow Glisten,Facewash,2024-03-31,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,1017,0,0,0,0,1,1017
MSCFEV8EHDBZ3T,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2023-12-25,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,2,1787,0,0,0,0,2,1787
FCPGENY3TRMXFT,88888190,Grooming,Korean Essence,Facewash,2023-06-01,FBF,malur_bts,50,16941,6,2052,0,0,44,14889
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,Toner,2023-07-04,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,5,3905,0,0,0,0,5,3905
CNRGM7F3WQCUSP,88061825,Grooming,Glow Glisten,Toner,2023-07-23,FBF,gur_san_wh_nl_01nl,7,5070,1,726,0,0,6,4344
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-01-31,FBF,ulub_bts,9,7240,1,807,0,0,8,6433
CBKGUSXGVEDS79,88888202,Grooming,Glow Glisten,FacePack,2023-05-10,FBF,malur_bts,1,350,0,0,0,0,1,350
FCPGENY4MY2WHF,88061825,Grooming,Essential Glow,Toner,2024-05-05,FBF,bhi_vas_wh_nl_01nl,1,770,0,0,0,0,1,770
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,FacePack,2023-08-30,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,639,0,0,0,0,1,639
CBKGUSXGVEDS79,88888190,Grooming,Glow Glisten,Facewash,2023-08-18,FBF,bhi_vas_wh_nl_01nl,6,2020,3,1027,0,0,3,993
LSQFH9X4BAHZZW,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-02-07,FBF,ulub_bts,5,4424,1,903,0,0,4,3521
CNRGK5GYKRBPCN,88061825,Grooming,Pure Care,Lipstain,2024-03-30,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,479,0,0,0,0,1,479
FCPGK23TZRJFHC,88888190,Grooming,Glow Glisten,Facewash,2023-07-06,FBF,bhi_vas_wh_nl_01nl,2,688,0,0,0,0,2,688
FCPGENY3TRMXFT,88061825,Grooming,Korean Essence,Toner,2023-09-17,FBF,gur_san_wh_nl_01nl,7,5070,0,0,0,0,7,5070
FCWGZJSEF6CBCZ,88061825,Grooming,Korean Essence,FaceCreamAndGel,2023-12-21,FBF,ulub_bts,1,786,0,0,0,0,1,786
FCPFAYHNSCAG3D,88061825,Grooming,Glow Glisten,Toner,2023-08-02,FBF,gur_san_wh_nl_01nl,1,770,1,770,0,0,0,0
FCPGK23TZRJFHC,301005,Grooming,Glow Glisten,Facewash,2023-11-15,FBF,bhi_vas_wh_nl_01nl,5,2345,0,0,0,0,5,2345
TNRFEV8EJ8NF3Y,301001,Grooming,Glow Glisten,SkinTreatment,2023-05-20,FBF,ulub_bts,2,890,1,445,0,0,1,445
FCPG6PCBCDZF5H,88888202,Grooming,Korean Essence,FacePack,2024-05-15,FBF,bhi_vas_wh_nl_01nl,1,350,0,0,0,0,1,350
CBKGKPKNGRVQXG,88061825,Grooming,Korean Essence,SkinTreatment,2023-06-12,FBF,malur_bts,2,862,1,423,0,0,1,439
SNRG6RZYFAKZXH,301005,Grooming,Korean Essence,ComboAndKit,2023-11-29,FBF,ulub_bts,3,1991,1,651,0,0,2,1340
SNRG6RQMXHDFTX,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-01-10,FBF,ulub_bts,6,4778,1,806,0,0,5,3972
CNRG9PSTGWCHZ6,88061825,Grooming,Glow Glisten,Lipstain,2023-11-30,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,426,0,0,0,0,1,426
SNRG6RZGFKDRYA,88061825,Grooming,Korean Essence,Facewash,2023-09-23,FBF,gur_san_wh_nl_01nl,1,764,1,764,0,0,0,0
CNRG6PYZZ27WWF,88888190,Grooming,Korean Essence,Facewash,2023-06-11,FBF,malur_bts,23,7827,6,2063,0,0,17,5764
TNRFEV8FYNRFZJ,88061825,Grooming,Essential Glow,Facewash,2024-02-02,FBF,malur_bts,4,3162,0,0,0,0,4,3162
FCWGZJSEF6CBCZ,88061825,Grooming,Korean Essence,Lipstain,2024-04-15,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,554,0,0,0,0,1,554
BSTF46864DSAXW,88061825,Grooming,Glow Glisten,FaceCreamAndGel,2024-01-02,FBF,ulub_bts,9,7086,2,1611,0,0,7,5475
CNRG6PYZZ27WWF,88061825,Grooming,Korean Essence,FaceCreamAndGel,2024-05-04,FBF,malur_bts,1,711,0,0,0,0,1,711
FCPG6S9VGDMHGZ,88061825,Grooming,Essential Glow,Lipstain,2023-10-31,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,2,906,0,0,0,0,2,906
MSCFGG6FGXPGAD,88888070,Grooming,Pure Care,FacePack,2023-11-16,FBF,gur_san_wh_nl_01nl,1,600,1,600,0,0,0,0
CBKGKPKNGRVQXG,88061825,Grooming,Korean Essence,Facewash,2024-05-23,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,2,2034,0,0,0,0,2,2034
FCPGK23TZRJFHC,301002,Grooming,Glow Glisten,Facewash,2023-08-06,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,841,0,0,0,0,1,841
TNRFEV8FYNRFZJ,88061825,Grooming,Essential Glow,FaceCreamAndGel,2024-01-20,NON_FBF,LOCcc23232f860c4cbb862e3a5cbe834972,1,1809,0,0,0,0,1,1809
FCWGZJSEF6CBCZ,301000,Grooming,Korean Essence,FacePack,2023-07-27,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,2,195,2,195,0,0,0,0
MSCFEV8EHDBZ3T,301005,Grooming,Glow Glisten,Facewash,2023-08-09,FBF,ulub_bts,27,12637,6,2825,0,0,21,9812
SNRG6RZYFAKZXH,88061825,Grooming,Korean Essence,Toner,2024-01-08,FBF,ulub_bts,6,4571,1,731,0,0,5,3840
FCPGENY4MY2WHF,301005,Grooming,Essential Glow,Facewash,2024-05-05,FBF,malur_bts,41,18923,4,1883,0,0,37,17040
FCWGSUVATDETNT,88061825,Grooming,Korean Essence,Lipstain,2023-08-15,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,549,0,0,0,0,1,549
FCPG6PCBCDZF5H,88061825,Grooming,Korean Essence,SkinTreatment,2023-09-18,NON_FBF,LOCee351ee44b0e404cadbd2615fe822e76,1,452,0,0,0,0,1,452
LSQFH9X4HVS2GN,88061825,Grooming,Korean Essence,Toner,2023-07-09,FBF,bhi_vas_wh_nl_01nl,3,2223,1,770,0,0,2,1453
