Year of Order Date,Quarter of Order Date,Month of Order Date,Day of Order Date,Final date,Sku,SKU Name,Brand Name,Canonical L1,Canonical L2,Canonical L3,Quantity,
2023,Q2,9,28,28-Sep-23,THEA0040,Tote bag ,Essential Glow,Skin,Moisturizers,Face Moisturizer & Day Cream,1,
2023,Q2,9,28,28-Sep-23,88018265,Vitamin C Sleeping Mask,Korean Essence,Skin,Cleansers,Cleanser,2,
2023,Q2,9,28,28-Sep-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,6,
2023,Q2,9,28,28-Sep-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,1,
2023,Q2,9,28,28-Sep-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Moisturizers,Face Moisturizer & Day Cream,1,
2023,Q2,9,28,28-Sep-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Eye Care,Under Eye Cream Serums,8,
2023,Q2,9,28,28-Sep-23,88018242,D-Tan Removal Coffee Clay Face Mask ,Korean Essence,Skin,Eye Care,Under Eye Cream Serums,1,
2023,Q2,9,28,28-Sep-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Skin,Cleansers,Face Wash,2,
2023,Q2,9,28,28-Sep-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Moisturizers,Serums & Essence,1,
2023,Q2,9,28,28-Sep-23,88018244,Deep Repair Treatment Hair Mask,Korean Essence,Bath & Body,Hands & Feet,Hand Creams & Masks,1,
2023,Q2,9,29,29-Sep-23,88018244,Deep Repair Treatment Hair Mask,Korean Essence,Skin,Masks & Treatment,Masks,16,
2023,Q2,9,29,29-Sep-23,THEA0038,Vitamin C body lotion,Korean Essence,Makeup,Eyes,Eye Brow Enhancers,3,
2023,Q2,9,29,29-Sep-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Makeup,Eyes,Eye Brow Enhancers,6,
2023,Q2,9,29,29-Sep-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Sun Care,Face Sunscreen,3,
2023,Q2,9,29,29-Sep-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Cleansers,Cleanser,19,
2023,Q2,9,29,29-Sep-23,THEA0014,Carbon blackhead Mask,Glow Glisten,Skin,Masks,Masks & Peels,23,
2023,Q2,9,29,29-Sep-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,7,
2023,Q2,9,29,29-Sep-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Sun Care,Face Sunscreen,2,
2023,Q2,9,29,29-Sep-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Body Care,Lotions & Creams,8,
2023,Q2,9,29,29-Sep-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,5,
2023,Q2,9,29,29-Sep-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,3,
2023,Q2,9,29,29-Sep-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Bath & Body,Hands & Feet,Hand Creams & Masks,2,
2023,Q2,9,29,29-Sep-23,88018206,Rice Cleansing Foam,Korean Essence,Skin,Cleansers,Face Wash,4,
2023,Q2,9,29,29-Sep-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Skin,Kits & Combos,Combos @ Nykaa,2,
2023,Q2,9,29,29-Sep-23,88018290, Diary ,Glow Glisten,Makeup,Eyes,Eye Brow Enhancers,11,
2023,Q2,9,29,29-Sep-23,88018265,Vitamin C Sleeping Mask,Korean Essence,Skin,Moisturizers,Serums & Essence,127,
2023,Q2,9,29,29-Sep-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Makeup,Lips,Lip Tint,11,
2023,Q2,9,30,30-Sep-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Skin,Toners & Mists,Toners,40,
2023,Q2,9,30,30-Sep-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Cleansers,Face Wash,116,
2023,Q2,9,30,30-Sep-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Moisturisers,Face Moisturizers,3,
2023,Q2,9,30,30-Sep-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Cleansers,Facial Scrubs & Exfoliators,4,
2023,Q2,9,30,30-Sep-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Skin,Skin Kits & Combos,Skin Combos,1,
2023,Q2,9,30,30-Sep-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Cleansers,Face Wash,4,
2023,Q2,9,30,30-Sep-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Masks,Masks & Peels,2,
2023,Q2,9,30,30-Sep-23,88018239,Pure Care Double Cleanse,Pure Care,Skin,Moisturizers,Serums & Essence,1,
2023,Q2,9,30,30-Sep-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,3,
2023,Q2,9,30,30-Sep-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Masks,Masks & Peels,3,
2023,Q2,9,30,30-Sep-23,88018272,Shine & Glow Facial Kit,Korean Essence,Skin,Sun Care,Face Sunscreen,5,
2023,Q2,9,30,30-Sep-23,88018290, Diary ,Glow Glisten,Skin,Masks,Masks & Peels,5,
2023,Q2,9,30,30-Sep-23,88018242,D-Tan Removal Coffee Clay Face Mask ,Korean Essence,Skin,Masks,Sheet Masks,185,
2023,Q2,9,30,30-Sep-23,88018296,Korean Essentials Delicate Facial Cleanser,Korean Essence,Skin,Masks,Masks & Peels,1,
2023,Q2,9,30,30-Sep-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Skin,Toners,Toners & Mists,3,
2023,Q2,9,30,30-Sep-23,THEA0017,Antioxidant Hydro Serum,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,2,
2023,Q2,9,30,30-Sep-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Moisturizers,Serums & Essence,6,
2023,Q2,9,30,30-Sep-23,88018213,Optimal Hydration Body Lotion With Hyaluronic Acid+Vitamin E,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,22,
2023,Q2,9,30,30-Sep-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Moisturizers,Face Moisturizer & Day Cream,1,
2023,Q4,10,1,01-Oct-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Eye Care,Eye Serums & Creams,6,
2023,Q4,10,1,01-Oct-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,3,
2023,Q4,10,1,01-Oct-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Cleansers,Face Wash,1,
2023,Q4,10,1,01-Oct-23,THEA0017,Antioxidant Hydro Serum,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,1,
2023,Q4,10,1,01-Oct-23,88018206,Rice Cleansing Foam,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,7,
2023,Q4,10,1,01-Oct-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Eye Care,Under Eye Cream & Serums,1,
2023,Q4,10,1,01-Oct-23,THEA0040,Tote bag ,Essential Glow,Skin,Moisturizers,Face Moisturizer & Day Cream,58,
2023,Q4,10,1,01-Oct-23,88018240,Sling Bag,Korean Essence,Skin,Masks,Sheet Masks,46,
2023,Q4,10,1,01-Oct-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Skin,Eye Care,Eye Masks,1,
2023,Q4,10,1,01-Oct-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Body Care,Lotions & Creams,72,
2023,Q4,10,1,01-Oct-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Cleansers,Face Wash,117,
2023,Q4,10,2,02-Oct-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Moisturisers,Face Moisturizers,37,
2023,Q4,10,2,02-Oct-23,88018239,Pure Care Double Cleanse,Pure Care,Skin,Masks & Treatment,Sheetmask,511,
2023,Q4,10,2,02-Oct-23,88018206,Rice Cleansing Foam,Korean Essence,Skin,Masks & Treatment,Sheetmask,110,
2023,Q4,10,2,02-Oct-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Moisturisers,Face Moisturizers,1,
2023,Q4,10,2,02-Oct-23,88018251,Peach Milk Moisturizer ,Pure Care,Makeup,Lips,Lip Stain,34,
2023,Q4,10,2,02-Oct-23,88018294, Duet Gentle Cleanse,Korean Essence,Makeup,Lips,Lip Stain,120,
2023,Q4,10,2,02-Oct-23,88018212, Glow glisten  Water Essence,Glow Glisten,Makeup,Face,Makeup Remover,4,
2023,Q4,10,2,02-Oct-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Makeup,Eyes,Eye Brow Enhancers,4,
2023,Q4,10,2,02-Oct-23,88018251,Peach Milk Moisturizer ,Pure Care,Skin,Sun Care,Face Sunscreen,13,
2023,Q4,10,2,02-Oct-23,88018299,Anti-Ageing Sleeping Mask Revitalize Skin texture,Korean Essence,Skin,Sun Care,Face Sunscreen,1,
2023,Q4,10,2,02-Oct-23,88018239,Pure Care Double Cleanse,Pure Care,Skin,Body Care,Lotions & Creams,11,
2023,Q4,10,2,02-Oct-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Moisturizers,Serums & Essence,3,
2023,Q4,10,2,02-Oct-23,88018242,D-Tan Removal Coffee Clay Face Mask ,Korean Essence,Skin,Moisturizers,Serums & Essence,1,
2023,Q4,10,2,02-Oct-23,88018251,Peach Milk Moisturizer ,Pure Care,Makeup,Face,Makeup Remover,35,
2023,Q4,10,2,02-Oct-23,THEA0040,Tote bag ,Essential Glow,Bath & Body,Hands & Feet,Hand Creams & Masks,2,
2023,Q4,10,3,03-Oct-23,88018272,Shine & Glow Facial Kit,Korean Essence,Skin,Moisturisers,Face Moisturizers,2,
2023,Q4,10,3,03-Oct-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Masks & Treatment,Sheetmask,35,
2023,Q4,10,3,03-Oct-23,88018240,Sling Bag,Korean Essence,Makeup,Face,Makeup Remover,13,
2023,Q4,10,3,03-Oct-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Sun Care,Face Sunscreen,3,
2023,Q4,10,3,03-Oct-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Makeup,Lips,Lip Tint,3,
2023,Q4,10,3,03-Oct-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Skin,Masks,Sheet Masks,16,
2023,Q4,10,3,03-Oct-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Masks,Sheet Masks,11,
2023,Q4,10,3,03-Oct-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Masks,Sheet Masks,50,
2023,Q4,10,3,03-Oct-23,88018244,Deep Repair Treatment Hair Mask,Korean Essence,Skin,Cleansers,Cleanser,4,
2023,Q4,10,3,03-Oct-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Masks,Sheet Masks,33,
2023,Q4,10,3,03-Oct-23,88018217, 5 Step Routine For Oily Skin,Pure Care,Skin,Toners,Toners Mists,1,
2023,Q4,10,3,03-Oct-23,88018265,Vitamin C Sleeping Mask,Korean Essence,Skin,Masks,Sheet Masks,33,
2023,Q4,10,3,03-Oct-23,88018244,Deep Repair Treatment Hair Mask,Korean Essence,Skin,Cleansers,Cleanser,5,
2023,Q4,10,3,03-Oct-23,88018237,Work-desk essentials,Essential Glow,Skin,Masks,Sheet Masks,330,
2023,Q4,10,3,03-Oct-23,88018251,Peach Milk Moisturizer ,Pure Care,Skin,Cleansers,Face Wash,1,
2023,Q4,10,3,03-Oct-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,18,
2023,Q4,10,3,03-Oct-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Skin,Sun Care,Face Sunscreen,6,
2023,Q4,10,3,03-Oct-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Moisturizers,Serums & Essence,1,
2023,Q4,10,3,03-Oct-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Skin,Masks,Sheet Masks,338,
2023,Q4,10,3,03-Oct-23,THEA0017,Antioxidant Hydro Serum,Korean Essence,Skin,Masks,Sheet Masks,41,
2023,Q4,10,4,04-Oct-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Makeup,Lips,Lip Stain,6,
2023,Q4,10,4,04-Oct-23,88018228,SPF 30 PA++ Ultra Matte Sunscreen with Vitamin B3,Pure Care,Skin,Serums,Serums,42,
2023,Q4,10,4,04-Oct-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Bath & Body,Hands & Feet,Foot Care,8,
2023,Q4,10,4,04-Oct-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Masks,Masks & Peels,2,
2023,Q4,10,4,04-Oct-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Bath & Body,Hands & Feet,Foot Care,3,
2023,Q4,10,4,04-Oct-23,THEA0006,Cold Pressed Oil for Hair & Skin with Coconut,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,2,
2023,Q4,10,4,04-Oct-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Moisturizers,Face Moisturizer & Day Cream,5,
2023,Q4,10,4,04-Oct-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Masks,Masks & Peels,1,
2023,Q4,10,4,04-Oct-23,88018265,Vitamin C Sleeping Mask,Korean Essence,Skin,Sun Care,Face Sunscreen,2,
2023,Q4,10,4,04-Oct-23,88018275,Men Hydrating Emulsion,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,212,
2023,Q4,10,4,04-Oct-23,88018299,Anti-Ageing Sleeping Mask Revitalize Skin texture,Korean Essence,Skin,Sun Care,Face Sunscreen,5,
2023,Q4,10,4,04-Oct-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Makeup,Face,Makeup Remover,29,
2023,Q4,10,4,04-Oct-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Cleansers,Face Wash,113,
2023,Q4,10,5,05-Oct-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Skin,Masks & Treatment,Sheetmask,58,
2023,Q4,10,5,05-Oct-23,88018240,Sling Bag,Korean Essence,Skin,Masks & Treatment,Masks,2,
2023,Q4,10,5,05-Oct-23,THEA0041,Lava Pore Essence,Korean Essence,Skin,Skin Kits & Combos,Skin Combos,1,
2023,Q4,10,5,05-Oct-23,88018240,Sling Bag,Korean Essence,Skin,Sun Care,Face Sunscreen,5,
2023,Q4,10,5,05-Oct-23,THEA0012,Radiance Brightening Day Cream,Pure Care,Skin,Moisturizers,Serums & Essence,1,
2023,Q4,10,5,05-Oct-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Cleansers,Face Wash,371,
2023,Q4,10,5,05-Oct-23,88018263,Serum-n-Cream 30ml,Essential Glow,Bath & Body,Hands & Feet,Hand Creams & Masks,3,
2023,Q4,10,5,05-Oct-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Masks,Masks & Peels,1,
2023,Q4,10,5,05-Oct-23,88018299,Anti-Ageing Sleeping Mask Revitalize Skin texture,Korean Essence,Skin,Sun Care,Face Sunscreen,2,
2023,Q4,10,5,05-Oct-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Skin,Moisturizers,Face Moisturizer & Day Cream,12,
2023,Q4,10,5,05-Oct-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Makeup,Face,Compact,5,
2023,Q4,10,5,05-Oct-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Masks,Sheet Masks,149,
2023,Q4,10,6,06-Oct-23,88018232, 1% Hyaluronic Sunscreen Aqua Gel With Spf 50,Korean Essence,Skin,Moisturisers,Face Moisturizers,10,
2023,Q4,10,6,06-Oct-23,88018251,Peach Milk Moisturizer ,Pure Care,Skin,Masks & Treatment,Sheetmask,99,
2023,Q4,10,6,06-Oct-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Moisturisers,Face Moisturizers,1,
2023,Q4,10,6,06-Oct-23,THEA0040,Tote bag ,Essential Glow,Skin,Shop Toners & Mists,Toners & Mists,4,
2023,Q4,10,6,06-Oct-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Moisturizers,Face Moisturizer & Day Cream,25,
2023,Q4,10,6,06-Oct-23,THEA0041,Lava Pore Essence,Korean Essence,Skin,Masks,Sheet Masks,322,
2023,Q4,10,6,06-Oct-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Makeup,Lips,Lip Tint,5,
2023,Q4,10,6,06-Oct-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Cleansers,Cleanser,1,
2023,Q4,10,6,06-Oct-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Masks,Sheet Masks,63,
2023,Q4,10,6,06-Oct-23,88018212, Glow glisten  Water Essence,Glow Glisten,Skin,Masks,Sheet Masks,25,
2023,Q4,10,6,06-Oct-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Sun Care,Face Sunscreen,2,
2023,Q4,10,6,06-Oct-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Masks,Masks & Peels,1,
2023,Q4,10,6,06-Oct-23,88018263,Serum-n-Cream 30ml,Essential Glow,Skin,Cleansers,Cleanser,13,
2023,Q4,10,7,07-Oct-23,THEA0017,Antioxidant Hydro Serum,Korean Essence,Skin,Toners & Mists,Toners,3,
2023,Q4,10,7,07-Oct-23,88018244,Deep Repair Treatment Hair Mask,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,1,
2023,Q4,10,7,07-Oct-23,88018299,Anti-Ageing Sleeping Mask Revitalize Skin texture,Korean Essence,Skin,Masks,Masks & Peels,6,
2023,Q4,10,7,07-Oct-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Masks,Masks & Peels,34,
2023,Q4,10,7,07-Oct-23,88018212, Glow glisten  Water Essence,Glow Glisten,Skin,Moisturizers,Serums & Essence,1,
2023,Q4,10,7,07-Oct-23,88018294, Duet Gentle Cleanse,Korean Essence,Skin,Cleansers,Face Wash,150,
2023,Q4,10,7,07-Oct-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Moisturizers,Serums & Essence,2,
2023,Q4,10,7,07-Oct-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Kits & Combos,Combos @ Nykaa,1,
2023,Q4,10,7,07-Oct-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Kits & Combos,Combos @ Nykaa,12,
2023,Q4,10,7,07-Oct-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Masks,Masks & Peels,56,
2023,Q4,10,7,07-Oct-23,THEA0040,Tote bag ,Essential Glow,Skin,Sun Care,Face Sunscreen,5,
2023,Q4,10,7,07-Oct-23,88018217, 5 Step Routine For Oily Skin,Pure Care,Skin,Kits & Combos,Combos @ Nykaa,1,
2023,Q4,10,7,07-Oct-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Masks,Sheet Masks,112,
2023,Q4,10,7,07-Oct-23,THEA0006,Cold Pressed Oil for Hair & Skin with Coconut,Korean Essence,Skin,Sun Care,Face Sunscreen,12,
2023,Q4,10,8,08-Oct-23,88018251,Peach Milk Moisturizer ,Pure Care,Makeup,Tools & Brushes,Makeup Pouches,1,
2023,Q4,10,8,08-Oct-23,88018240,Sling Bag,Korean Essence,Skin,Cleansers,Facial Scrubs & Exfoliators,2,
2023,Q4,10,8,08-Oct-23,88018265,Vitamin C Sleeping Mask,Korean Essence,Skin,Cleansers,Cleanser,15,
2023,Q4,10,8,08-Oct-23,88018242,D-Tan Removal Coffee Clay Face Mask ,Korean Essence,Skin,Lip Care,Lip Balm,1,
2023,Q4,10,8,08-Oct-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Skin,Masks,Sheet Masks,21,
2023,Q4,10,8,08-Oct-23,88018287, 3 Step Routine For Normal Skin,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,4,
2023,Q4,10,8,08-Oct-23,88018228,SPF 30 PA++ Ultra Matte Sunscreen with Vitamin B3,Pure Care,Skin,Moisturizers,Face Moisturizer & Day Cream,3,
2023,Q4,10,8,08-Oct-23,88018272,Shine & Glow Facial Kit,Korean Essence,Skin,Masks,Sheet Masks,42,
2023,Q4,10,8,08-Oct-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Body Care,Lotions & Creams,7,
2023,Q4,10,8,08-Oct-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Makeup,Face,Makeup Remover,14,
2023,Q4,10,8,08-Oct-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Moisturizers,Serums & Essence,4,
2023,Q4,10,8,08-Oct-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Moisturizers,Face Moisturizer & Day Cream,26,
2023,Q4,10,8,08-Oct-23,88018290, Diary ,Glow Glisten,Skin,Eye Care,Under Eye Cream Serums,1,
2023,Q4,10,8,08-Oct-23,88018272,Shine & Glow Facial Kit,Korean Essence,Skin,Masks,Sheet Masks,42,
2023,Q4,10,8,08-Oct-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Sun Care,Face Sunscreen,12,
2023,Q4,10,8,08-Oct-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Skin,Cleansers,Scrubs & Exfoliators,3,
2023,Q4,10,8,08-Oct-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,5,
2023,Q4,10,9,09-Oct-23,88018296,Korean Essentials Delicate Facial Cleanser,Korean Essence,Makeup,Lips,Lip Stain,5,
2023,Q4,10,9,09-Oct-23,88018269,Sun SPF 50 Light Gel,Glow Glisten,Makeup,Lips,Lip Tint,22,
2023,Q4,10,9,09-Oct-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Shop Toners & Mists,Toners & Mists,6,
2023,Q4,10,9,09-Oct-23,88018205,Hyaluron Moisture Shampoo With Hyaluronic Acid,Korean Essence,Skin,Body Care,Lotions & Creams,16,
2023,Q4,10,9,09-Oct-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Skin,Eye Care,Eye Masks,1,
2023,Q4,10,9,09-Oct-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Masks,Sheet Masks,31,
2023,Q4,10,9,09-Oct-23,88018201,Spa Headband,Pure Care,Skin,Cleansers,Cleanser,4,
2023,Q4,10,9,09-Oct-23,88018217, 5 Step Routine For Oily Skin,Pure Care,Skin,Kits & Combos,Combos @ Nykaa,1,
2023,Q4,10,9,09-Oct-23,88018283, Shampoo For Damaged Hair,Korean Essence,Makeup,Makeup Kits & Combos,Makeup Kits,2,
2023,Q4,10,9,09-Oct-23,88018228,SPF 30 PA++ Ultra Matte Sunscreen with Vitamin B3,Pure Care,Skin,Moisturizers,Face Moisturizer & Day Cream,7,
2023,Q4,10,9,09-Oct-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,1,
2023,Q4,10,9,09-Oct-23,88018202,Rice Facial Kit With Rice Water & Niacinamide For Glass Skin,Glow Glisten,Bath & Body,Hands & Feet,Hand Creams & Masks,1,
2023,Q4,10,10,10-Oct-23,88018275,Men Hydrating Emulsion,Korean Essence,Makeup,Face,Makeup Remover,12,
2023,Q4,10,10,10-Oct-23,88018220, Baby Face Smoothing Peel Off Mask,Pure Care,Skin,Serums,Serums,1,
2023,Q4,10,10,10-Oct-23,88018283, Shampoo For Damaged Hair,Korean Essence,Skin,Toners & Mists,Toners,1,
2023,Q4,10,10,10-Oct-23,88018201,Spa Headband,Pure Care,Skin,Moisturizers,Face Moisturizer & Day Cream,1,
2023,Q4,10,10,10-Oct-23,THEA0038,Vitamin C body lotion,Korean Essence,Skin,Masks,Sheet Masks,21,
2023,Q4,10,10,10-Oct-23,THEA0006,Cold Pressed Oil for Hair & Skin with Coconut,Korean Essence,Makeup,Face,Makeup Remover,50,
2023,Q4,10,10,10-Oct-23,88018214,Glycolic Bright Daily Foaming Face Cleanser With Glycolic Acid For Dull Skin,Korean Essence,Skin,Masks,Masks & Peels,6,
2023,Q4,10,10,10-Oct-23,88036460,Himalaya Rich Cocoa Butter Body Cream,Korean Essence,Makeup,Face,Makeup Remover,58,
2023,Q4,10,10,10-Oct-23,88018207,Kojic Acid Face Serum With 1% Alpha Arbutin & Niacinamide,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,85,
2023,Q4,10,10,10-Oct-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Sun Care,Face Sunscreen,1,
2023,Q4,10,10,10-Oct-23,88018228,SPF 30 PA++ Ultra Matte Sunscreen with Vitamin B3,Pure Care,Skin,Sun Care,Face Sunscreen,5,
2023,Q4,10,10,10-Oct-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Cleansers,Cleanser,17,
2023,Q4,10,10,10-Oct-23,88018226, Towel - Scrunchie,Korean Essence,Skin,Cleansers,Cleanser,12,
2023,Q4,10,10,10-Oct-23,88018280,Collagen Volume Lifting Serum,Korean Essence,Skin,Kits & Combos,Combos @ Nykaa,159,
2023,Q4,10,10,10-Oct-23,88018239,Pure Care Double Cleanse,Pure Care,Skin,Cleansers,Scrubs & Exfoliators,5,
2023,Q4,10,11,11-Oct-23,88018201,Spa Headband,Pure Care,Skin,Masks & Treatment,Sheetmask,22,
2023,Q4,10,11,11-Oct-23,88018225,Anti Ageing Kit,Korean Essence,Skin,Toners & Mists,Toners,111,
2023,Q4,10,11,11-Oct-23,THEA0083,"Vitamin B5, Oil-Free Moisturizer With Zinc",Glow Glisten,Skin,Serums,Serums,12,
2023,Q4,10,11,11-Oct-23,88018229,Gold Glass Face Oil for Skin Brightening Anti-Ageing,Korean Essence,Skin,Moisturizers,Face Moisturizer & Day Cream,3,
2023,Q4,10,11,11-Oct-23,88018242,D-Tan Removal Coffee Clay Face Mask ,Korean Essence,Skin,Cleansers,Scrubs & Exfoliators,2,
2023,Q4,10,11,11-Oct-23,88018212, Glow glisten  Water Essence,Glow Glisten,Skin,Sun Care,Face Sunscreen,17,
2023,Q4,10,11,11-Oct-23,88018268, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,Glow Glisten,Skin,Moisturizers,Face Moisturizer & Day Cream,4,
