date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity
2024-05-19,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,1
2023-07-13,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402941,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2024-03-29,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401942,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-12-22,Kochi,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-07-30,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402495,Pure Care Double Cleanse,100 ml,6
2023-12-20,Hyderabad Rural,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-07-14,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,2
2024-02-08,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Vitamin B5, Oil-Free Moisturizer With Zinc",45 ml,1
2023-11-20,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,3
2024-02-12,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-01-03,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,makeup,lips,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-09-18,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402941,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2023-09-19,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,13
2024-01-14,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402101,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-03-12,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-09-09,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401942,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-01-19,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-09-24,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402781,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,2
2024-02-29,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-02-06,Bhubaneshwar-Cuttack,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2023-08-25,Visakhapatnam,Pure Care,beauty-hygiene,skin-care,face-care,402425,Peach Milk Moisturizer ,50 ml,1
2024-01-27,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-05-09,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,17
2023-11-04,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",40 ml,1
2024-01-08,Guwahati,Pure Care,beauty-hygiene,skin-care,face-care,402135,Pure Care Double Cleanse,20 g,1
2024-02-15,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,25
2023-07-19,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,0
2023-07-25,Kochi,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-02-06,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,0
2024-05-13,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402928,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,2
2023-11-15,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,11
2023-11-18,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2023-09-19,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402425,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,3
2023-12-29,Hyderabad,Glow Glisten,beauty-hygiene,makeup,lips,402834,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,1
2024-02-20,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,makeup,lips,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-11-26,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-08-09,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-10-15,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-02-10,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402158,Pure Care Double Cleanse,50 ml,5
2024-01-01,Kolkata,Pure Care,beauty-hygiene,skin-care,face-care,402073,Pure Care Double Cleanse,50 ml,2
2023-08-26,Ahmedabad-Gandhinagar,Pure Care,beauty-hygiene,skin-care,face-care,402101,Pure Care Double Cleanse,3 pcs,1
2024-04-30,Kochi,Glow Glisten,beauty-hygiene,skin-care,face-care,402101,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2024-01-17,Chennai,Pure Care,beauty-hygiene,skin-care,face-care,402240,Pure Care Double Cleanse,50 ml,1
2024-05-26,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,401752,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2024-04-04,Ahmedabad-Gandhinagar,Pure Care,beauty-hygiene,skin-care,face-care,402067,Pure Care Double Cleanse,20 g,3
2024-05-19,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2024-04-20,Kolkata,Pure Care,beauty-hygiene,skin-care,face-care,402293,Pure Care Double Cleanse,20 g,2
2023-09-24,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-02-20,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-10-01,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2023-11-04,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,402067, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,1
2023-09-18,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,2
2024-04-03,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-09-04,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-02-23,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402425,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2023-12-04,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-08-28,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 pcs,1
2023-08-18,Mysore,Glow Glisten,beauty-hygiene,skin-care,lip-care,401994,"Vitamin B5, Oil-Free Moisturizer With Zinc",3.5 g,1
2024-02-08,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,401552,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2024-02-01,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-12-19,Noida Rural,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-05-15,Vadodara,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-08-07,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,401851,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2024-05-04,Indore,Glow Glisten,beauty-hygiene,skin-care,face-care,402566,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2023-11-09,Coimbatore,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2024-02-15,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,401669,Pure Care Double Cleanse,20 g,11
2024-02-02,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,6
2024-04-30,Vadodara,Glow Glisten,beauty-hygiene,skin-care,face-care,402196,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-05-20,Surat Rural,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-04-11,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402566,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",23 ml,1
2023-08-11,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2023-09-29,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-10-08,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,1
2023-11-25,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,0
2023-09-16,Patna,Glow Glisten,beauty-hygiene,skin-care,face-care,402495, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,1
2024-05-07,Vadodara,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2023-12-13,Guwahati,Glow Glisten,beauty-hygiene,skin-care,face-care,401994, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,1
2024-03-27,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,8
2024-03-25,Surat,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2024-05-29,Patna,Pure Care,beauty-hygiene,skin-care,face-care,401722,Pure Care Double Cleanse,20 g,8
2023-09-24,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402425,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-01-10,Pune,Glow Glisten,beauty-hygiene,makeup,lips,402558,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,2
2023-09-02,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,401994,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-10-21,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-03-21,Noida-Ghaziabad,Pure Care,beauty-hygiene,skin-care,face-care,402687,Peach Milk Moisturizer ,100 ml,0
2023-10-24,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-03-28,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402566,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,6
2023-08-17,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2024-02-02,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2024-03-21,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2023-09-19,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2023-07-15,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-03-09,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",160 ml,1
2023-10-12,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402101,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,5
2023-10-09,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,1
2023-12-20,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-10-03,Nashik,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",3 pcs,1
2023-11-23,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402683,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,5
2024-03-04,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-08-30,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",145 ml,1
2023-12-19,Raipur,Glow Glisten,beauty-hygiene,skin-care,face-care,401462,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-07-23,Kochi,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-05-13,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,6
2023-09-05,Hyderabad,Glow Glisten,beauty-hygiene,makeup,lips,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-10-14,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-07-10,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2023-10-29,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-12-03,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,2
2023-12-17,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-03-03,Patna,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-05-04,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402097,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-09-13,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402154,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2024-02-10,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-05-18,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,3
2023-08-22,Noida-Ghaziabad,Pure Care,beauty-hygiene,skin-care,face-care,402425,Pure Care Double Cleanse,40 ml,0
2023-09-26,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-07-27,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402279,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2024-01-14,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,3
2023-12-05,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,2
2023-08-07,Kochi,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2023-11-15,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402781,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-11-14,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-02-27,Nagpur,Pure Care,beauty-hygiene,skin-care,face-care,401752,Pure Care Double Cleanse,20 g,1
2024-04-12,Vadodara,Glow Glisten,beauty-hygiene,skin-care,face-care,402834,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-03-12,Visakhapatnam,Pure Care,beauty-hygiene,skin-care,face-care,402196,Pure Care Double Cleanse,20 g,2
2023-08-01,Ahmedabad-Gandhinagar,Glow Glisten,beauty-hygiene,skin-care,face-care,401752,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-07-22,Kolkata,Pure Care,beauty-hygiene,skin-care,face-care,402073,Pure Care Double Cleanse,20 g,3
2024-05-20,Bhopal,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2023-07-05,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402941,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,6
2023-11-26,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2023-07-21,Mumbai,Glow Glisten,beauty-hygiene,makeup,lips,402101,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,1
2024-02-09,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,401462,Pure Care Double Cleanse,20 g,23
2023-12-31,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-09-30,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402279,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2024-03-17,Bangalore,Glow Glisten,beauty-hygiene,skin-care,lip-care,401954,"Vitamin B5, Oil-Free Moisturizer With Zinc",3.5 g,4
2023-08-25,Indore,Glow Glisten,beauty-hygiene,skin-care,face-care,402101,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,1
2024-02-13,Guwahati,Glow Glisten,beauty-hygiene,skin-care,face-care,402097,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",3 pcs,1
2024-02-29,Ahmedabad-Gandhinagar,Glow Glisten,beauty-hygiene,skin-care,face-care,402097,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-03-12,Hyderabad,Pure Care,beauty-hygiene,skin-care,face-care,401942,Pure Care Double Cleanse,20 g,2
2023-08-09,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2024-03-17,Chennai,Pure Care,beauty-hygiene,skin-care,face-care,401669,Pure Care Double Cleanse,150 ml,1
2024-05-28,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402279,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,9
2023-10-09,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Vitamin B5, Oil-Free Moisturizer With Zinc",145 ml,1
2024-04-15,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,eye-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 ml,2
2024-03-05,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2024-03-06,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-07-04,Kolkata,Pure Care,beauty-hygiene,skin-care,face-care,402279,Pure Care Double Cleanse,20 g,1
2023-12-05,Surat,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-08-02,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,2
2024-03-04,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402240,Pure Care Double Cleanse,150 ml,1
2024-03-03,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,6
2023-07-29,Vijayawada-Guntur,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2023-08-28,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2023-10-09,Kochi,Glow Glisten,beauty-hygiene,makeup,lips,402834,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,1
2023-10-08,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-01-02,Ahmedabad-Gandhinagar,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2024-03-14,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-09-12,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,4
2024-04-03,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,401552,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2024-04-11,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402279,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,7
2024-03-12,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-08-08,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,lip-care,402345,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",12 gs,2
2023-07-28,Gurgaon,Korean Essence,beauty-hygiene,skin-care,face-care,401994,Vitamin C Sleeping Mask,20 g,3
2024-02-17,Jaipur,Glow Glisten,beauty-hygiene,skin-care,face-care,402293,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-05-05,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402154,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 pcs,2
2023-11-24,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401851,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2023-08-30,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2024-04-28,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",145 ml,1
2023-12-19,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Vitamin B5, Oil-Free Moisturizer With Zinc",4 pcs,1
2024-02-28,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401752,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,4
2024-03-29,Noida-Ghaziabad,Pure Care,beauty-hygiene,skin-care,face-care,402050,Peach Milk Moisturizer ,20 g,2
2024-02-14,Noida Rural,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-11-02,Bhopal,Glow Glisten,beauty-hygiene,skin-care,face-care,401462,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2024-04-23,Raipur,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2024-01-10,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2023-11-29,Mumbai,Glow Glisten,beauty-hygiene,makeup,lips,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-12-14,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402293,"Vitamin B5, Oil-Free Moisturizer With Zinc",140 ml,1
2024-04-17,Indore,Pure Care,beauty-hygiene,skin-care,face-care,402411,Pure Care Double Cleanse,20 g,1
2023-07-27,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,9
2023-12-03,Raipur,Pure Care,beauty-hygiene,skin-care,face-care,402050,Pure Care Double Cleanse,300 ml,1
